date,bch btc,bch price,bch bitcoin,bch usd,wbnb coin,wbnb to bnb,wbnb price,wbnb crypto,eth btc,eth to usd,eth price,eth usd,xlm price,xlm coin,stellar xlm,stellar,c98 coin,c98 price,c98 binance,c98 crypto,coin jasmy,jasmy price,jasmy crypto,jasmy coin price,avax coin,avax yorum,avax price,avax coin yorum,shib coin,shib price,shib coin price,shib crypto,usd krw,usd to krw,krw sgd,currency krw,xrp price,xrp news,ripple xrp,ripple,dydx coin,dydx crypto,dydx token,dydx price,zec usd,zec coin,zec price,zcash,snx coin,snx price,snx stock,snx crypto,chz coin,chz yorum,chz coin yorum,chz binance,bsv bitcoin,bsv coin,bsv price,bsv stock,qtum coin,qtum price,crypto qtum,crypto,enj coin,enj price,enj crypto,enj coin price,usd btc,btc binance,btc to usd,btc price,doge coin,doge price,dogecoin,doge yorum,ltc usd,ltc btc,ltc price,usd to ltc,curve dao token,curve token,curve dao price,curve dao coin,algorand,algorand price,algorand coin,crypto algorand,SXP crypto,sxp crypto price,sxp price,sxp coin, bitcoin gold,btg price,btg crypto price,btg coin,knc price,knc crypto price,knc coin,knc crypto prediction,people crypto,people crypto price,people coin,ConstitutionDAO, DOT crypto,crypto polka dot,dot crypto price,dot price,MANA crypto,mana crypto price,mana price,mana coin,RUNE crypto,rune price,rune coin,thorchain,gala price,gala coin,gala crypto coin,GALA crypto, NEO crypto,neo crypto price,neo price,neo coin, ZIL crypto,zil crypto price,zil price,zil coin,XTZ crypto,XTZ price,xtz crypto price,xtz price prediction,THETA crypto,theta crypto price,theta price,theta coin, LINK crypto,crypto link price,link price,chain link crypto,WIN crypto,win crypto price,win price,win coin,SUSHI crypto,sushi crypto price,sushi price,sushi coin, WBTC crypto,wbtc price,wbtc vs btc,Wrapped Bitcoin, BNB crypto,bnb coin,bnb binance,crypto bnb price,tron trx,tron crypto,tron,tron trx crypto,kava crypto price,kava price,kava coin,kava crypto price prediction,matic price,matic crypto price,matic polygon crypto,polygon matic,omg crypto price,omg price,omg coin,omg crypto coin,beta finance crypto,beta finance,beta crypto price,beta coin,bat crypto price,bat price,bat coin,bat crypto prediction,alice crypto price,alice price,alice coin,alice coin crypto,fil crypto price,fil price,fil coin,fil crypto price prediction,ada price crypto,ada price,ada cardano crypto,ada cardano,powr crypto price,powr price,powr coin,power ledger,axs crypto price,axs price,axs coin,axs crypto prediction,waves coin,waves crypto price,waves price,waves cryptocurrency,eos crypto price,eos price,eos coin,eos crypto coin,lrc crypto price,lrc price,lrc coin,lrc crypto price prediction,ftm crypto price,ftm price,ftm coin,ftm fantom,ksm crypto price,ksm price,ksm coin,kusama crypto,MIR crypto,mir crypto price,mir coin,mir protocol, KLAY coin,klay coin price,klay coin yorum,klay coin binance, ATOM crypto,atom crypto price,atom price,cosmos crypto,UNI crypto,uni crypto price,uni price,uni coin, CAKE crypto,cake crypto price,cake price,cake crypto coin,SUN crypto,sun crypto price,sun crypto coin,sun coin, VET crypto,vet crypto price,vet price,vet crypto prediction,SOL crypto,sol crypto price,sol price,solana crypto, REQ crypto,req crypto price,req price,req coin, ANC coin, ANC crypto,anc coin price,anchor coin, ENS crypto,ens crypto price,ens price,ens coin,ETC crypto,etc price,etc crypto price,etc crypto prediction,WETH crypto,weth crypto price,weth price,weth to eth,near crypto price, NEAR crypto,near protocol,near coin,ZRX crypto,zrx crypto price,zrx price,zrx coin,RSR crypto,rsr crypto price,rsr price,rsr coin,LUNA crypto,terra luna crypto,terra luna,luna crypto price, MKR crypto,mkr crypto price,mkr price,mkr coin,TRY crypto,usd try,try coin,try coin yorum, DASH crypto,dash crypto price,dash price,dash coin, SAND crypto,sand crypto price,sand price,sand coin,XMR crypto,monero,monero crypto,monero xmr,AAVE crypto,aave crypto price,aave price,aave coin,JST coin,JST crypto,jst coin price,just coin,DAR crypto,dar crypto price,dar coin,dalarnia crypto,REP crypto,rep coin,augur rep,augur crypto, ICP crypto,icp crypto price,icp price,icp crypto prediction
2017-05-28,0,0,0,0,,,,,15,8,33,19,0,0,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,35,28,15,7,5,1,4,61,,,,,1,1,0,30,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,53,0.0,0.0,0.0,0.0,60,0,51,20,3,2,48,0,19,24,29,5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,40,0,0,0,0,60,0,0,47,16,0,28,0,0,4,0,0,0,0,0,44,0,0,0,0,0,0,53,0,0,0,0,0,33,0,0,22,0,0,0,58,15,0,0,48,4,0.0,0.0,0.0,0.0,0,49,0,0,0,0,83,0,0,0,0,0,39,0,0,0,0,31,0,0,0,43,0,7,0,51,5,0,0,17,34,0,0,7,41,0,0,15,0,0,0,0,0,0,0,0,42,0,38,0,38,6,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,15,0,0,0,64,0,0,0,0,11,0,0,36,0,0,0,44,0,0,0,0,0,17,0,17,0,0,0,0,0,4,44,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,20,0,0,3,0,24,29,0,0,52,7,1,59,1,4,0,0,0,0,0,0,0,11,0,0,0,0,0,41,20,40,0,0,0,0
2017-06-04,0,0,0,0,,,,,15,24,38,35,0,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,36,30,13,6,3,1,4,58,,,,,2,0,1,38,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,64,0.0,0.0,0.0,0.0,48,0,39,10,3,3,55,0,18,36,23,14,0,0,0,0,57.0,0.0,0.0,0.0,0,0,0,0,41,0,0,0,0,0,0,0,7,0,57,0,0,0,0,51,0,0,74,0,0,0,25,0,7,3,0,0,0,0,54,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,25,0,0,0,38,0,0,0,56,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,90,0,0,57,0,0,37,0,0,0,0,0,29,0,0,41,0,13,0,51,53,0,0,8,24,0,0,13,46,0,0,43,0,0,0,0,0,0,0,0,0,0,73,0,60,18,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,7,7,0,0,79,0,0,0,0,0,0,0,8,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,96,0,11,30,0,0,0,0,0,0,0,0,1,70,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,21,0,0,13,0,41,25,0,0,46,0,1,52,2,2,0,0,0,0,0,0,0,0,0,0,58,0,0,38,19,0,0,0,27,0
2017-06-11,0,0,0,0,,,,,34,36,52,55,1,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,52,39,6,8,4,1,4,60,,,,,3,2,2,65,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,80,0.0,0.0,0.0,0.0,55,0,47,16,4,3,57,0,14,14,28,14,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,65,0,0,0,0,52,0,0,31,15,0,0,0,0,7,14,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,45,9,0,0,58,0,0.0,0.0,0.0,0.0,0,48,0,0,0,0,79,0,0,0,0,0,38,0,0,0,0,30,0,0,0,49,0,0,0,53,22,0,0,26,8,0,0,20,13,0,0,15,0,0,0,0,0,0,0,0,0,0,31,12,56,6,0,46,8,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,37,8,0,0,43,0,0,0,0,83,0,0,52,0,0,0,28,0,0,0,53,0,0,0,0,16,0,0,49,0,15,51,0,0,0,0,0,0,0,1,0,66,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,12,2,0,13,3,52,63,0,0,51,4,0,66,1,3,0,0,0,0,0,0,0,22,0,0,60,0,0,20,0,20,0,0,0,0
2017-06-18,0,0,0,0,,,,,21,20,29,33,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,39,31,10,13,4,2,5,58,,,,,4,3,1,67,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,75,0.0,0.0,0.0,0.0,50,0,43,12,1,2,49,0,38,23,33,19,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,19,0,0,0,0,0,0,0,14,0,46,0,0,0,0,100,0,0,93,0,26,56,26,0,11,4,0,0,1,0,49,1,0,0,0,0,0,0,0,0,0,0,64,0,0,0,26,0,3,0,85,6,0,0,51,0,0.0,0.0,0.0,0.0,0,64,0,0,0,0,76,0,0,0,0,0,39,0,0,0,0,0,30,0,0,21,0,7,0,53,15,0,0,17,42,0,0,14,27,0,0,30,0,0,0,0,0,34,0,45,0,0,19,0,31,0,0,63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,34,0,0,0,8,8,0,0,81,0,0,0,0,53,0,0,44,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,100,0,4,51,4,0,0,0,0,0,0,0,2,70,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,20,2,0,16,5,48,53,0,0,81,4,0,49,1,3,0,0,0,0,0,0,0,11,0,0,0,0,0,20,0,0,0,0,0,0
2017-06-25,0,0,0,0,,,,,21,20,50,40,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,33,7,13,6,1,3,57,,,,,4,2,1,80,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,74,0.0,0.0,0.0,0.0,43,0,37,10,1,3,48,0,24,19,43,9,0,0,0,0,59.0,62.0,0.0,0.0,0,0,0,0,21,2,0,0,0,0,100,0,0,0,39,0,0,0,0,41,0,0,31,31,0,28,0,0,4,7,0,0,0,0,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,61,9,0,0,84,4,0.0,0.0,0.0,0.0,0,32,0,0,0,0,94,0,0,0,0,0,26,0,0,0,0,30,0,0,0,14,0,14,0,38,13,0,0,17,25,0,0,14,47,0,0,15,0,0,0,0,0,0,0,0,0,0,44,6,44,6,0,46,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,23,0,0,0,8,8,0,0,65,0,0,0,0,42,9,0,26,0,0,0,43,0,0,0,0,0,0,0,0,17,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,10,1,0,8,0,34,32,0,0,30,0,1,67,1,3,0,0,0,0,0,0,0,33,0,0,0,0,20,60,40,40,0,0,28,0
2017-07-02,0,0,0,0,,,,,19,19,24,30,0,0,0,25,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,0,38,32,15,11,0,0,0,2,0.0,0.0,0.0,0.0,2,1,1,43,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,57,0,0,0,10,0.0,0.0,0.0,0.0,6,0,6,2,0,0,9,0,1,1,1,1,0,0,0,0,31.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,16,0,0,4,0,0,22,0,0,10,38,0,0,1,0,22,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,54,0,0,0,48,9,0,0,75,0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,29,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14,0,7,0,53,8,0,0,18,36,0,0,31,37,0,0,3,0,0,0,1,0,1,0,0,0,0,14,2,12,2,1,43,34,1,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,100,0,0,0,9,0,84,0,0,0,26,0,0,0,48,0,0,0,0,27,0,0,24,0,0,0,31,0,0,0,0,0,38,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,66,0,0,0,4,0,0,0,0,0,0,40,0,0,0,0,0,0,17,1,0,4,0,17,9,0,0,76,0,0,10,0,0,0,0,0,0,0,0,0,32,0,0,0,0,8,4,0,0,0,0,32,0
2017-07-09,0,0,0,0,,,,,13,19,14,26,0,0,0,20,0.0,100.0,0.0,0.0,,,,,,,,,0,0,0,0,48,41,6,9,0,0,0,2,0.0,0.0,0.0,0.0,1,0,1,41,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,7,0,6,1,1,0,10,0,3,3,4,2,0,0,0,0,31.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,23,0,0,2,2,21,22,23,0,29,38,0,0,0,0,26,3,0,0,0,0,0,39,0,0,0,0,39,0,0,0,40,0,0,0,46,6,0,0,70,0,0.0,0.0,0.0,0.0,0,8,0,0,0,0,30,0,0,29,0,0,34,0,0,0,0,2,0,0,0,14,0,7,0,65,3,0,0,27,27,0,0,25,12,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,26,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,26,0,0,0,52,0,0,0,0,22,0,0,66,0,0,0,48,0,0,0,0,0,77,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,1,70,0,0,0,4,0,0,0,0,0,0,66,0,0,0,0,0,0,23,0,0,5,0,14,15,0,0,52,4,0,9,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,32,0
2017-07-16,0,0,0,0,,,,,24,12,34,23,0,0,0,23,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,0,49,46,14,5,0,0,0,2,0.0,0.0,0.0,0.0,1,1,1,39,0,0,31,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,10,0,8,4,1,0,10,0,2,3,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,0,0,9,0,0,0,0,0,19,19,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,38,0,0,0,38,0,0,0,59,11,0,0,77,3,0.0,0.0,0.0,0.0,0,3,0,0,0,0,55,0,0,28,0,0,33,0,0,0,0,3,3,0,0,28,0,14,0,58,3,0,0,26,36,0,0,12,24,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,25,7,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,8,17,0,0,49,0,0,0,0,5,0,0,41,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,58,0,38,0,0,0,0,60,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,14,2,0,5,2,12,16,0,0,56,4,0,7,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,4,4,0,0,0,0,0
2017-07-23,0,0,0,0,,,,,12,9,16,17,0,0,0,19,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,0,51,43,6,20,0,0,0,3,0.0,0.0,0.0,0.0,1,1,1,30,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,9,0,8,2,1,0,10,0,1,2,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,58,0,0,0,0,28,0,0,2,0,0,87,0,0,28,19,0,0,2,0,18,4,0,0,98,0,0,38,0,0,0,0,0,0,0,0,44,0,3,0,56,14,0,0,34,0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,47,0,0,0,0,0,8,0,0,0,0,3,11,0,0,0,0,7,0,63,3,0,0,26,53,0,0,36,18,0,0,2,0,0,0,0,0,1,0,0,0,0,12,0,7,2,1,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,8,0,0,25,0,0,0,45,0,0,0,0,11,0,0,48,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,53,0,0,0,30,0,0,0,0,0,1,17,0,0,2,0,17,15,0,0,47,4,0,11,1,1,0,0,62,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
2017-07-30,1,1,1,0,,,,,11,11,13,15,0,1,0,23,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,0,29,28,9,5,0,0,0,2,0.0,0.0,0.0,0.0,0,1,0,24,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,7,0,6,2,1,0,9,0,3,2,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,57,0,1,0,0,0,0,0,0,0,0,0,42,0,0,0,0,13,0,0,0,2,0,0,0,0,28,9,0,0,1,0,23,5,0,0,0,0,0,38,0,0,0,0,0,0,2,0,50,0,0,0,51,9,0,0,59,0,0.0,0.0,0.0,0.0,0,9,0,0,0,0,42,0,0,28,0,0,50,0,0,0,0,0,3,0,0,7,0,7,0,50,6,0,0,9,45,0,0,18,43,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,16,2,0,26,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,42,8,0,0,55,0,0,0,0,32,0,0,41,0,0,0,62,0,0,0,0,0,0,0,0,38,0,0,59,0,0,34,0,0,0,0,0,0,0,0,1,73,0,0,0,0,0,0,0,57,0,0,35,0,0,0,0,0,0,13,0,0,3,0,18,14,0,0,67,0,0,10,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-06,6,7,8,3,,,,,18,13,16,24,0,0,0,23,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,0,54,47,12,6,0,0,0,3,0.0,0.0,0.0,0.0,1,0,0,28,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.0,12,0,10,3,1,0,11,0,3,2,2,2,0,0,0,0,30.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,0,0,0,0,31,0,0,13,0,0,0,0,0,19,37,0,0,4,1,27,16,0,0,0,0,0,38,0,0,0,0,0,0,0,0,54,0,0,0,64,6,0,0,47,3,0.0,0.0,0.0,0.0,0,3,0,0,0,0,45,0,0,0,0,0,33,0,0,0,0,8,13,0,0,7,0,0,3,52,11,0,0,26,18,0,0,24,54,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,16,2,0,37,8,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,59,0,0,0,59,0,0,0,0,32,0,0,40,0,0,0,8,0,0,0,0,0,75,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,66,0,0,0,0,0,0,53,0,0,0,54,0,0,0,0,31,0,14,0,0,2,0,12,17,0,0,51,16,0,11,0,1,0,0,0,0,0,0,0,55,0,0,0,0,0,0,4,0,0,0,63,0
2017-08-13,2,4,4,1,,,,,19,13,23,24,0,0,0,21,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,0,37,33,4,6,0,0,0,3,0.0,0.0,0.0,0.0,3,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,15,0.0,0.0,0.0,0.0,18,0,15,5,1,0,11,0,2,3,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,3,0,0,21,0,0,2,0,0,21,0,0,36,64,0,0,24,5,87,93,0,0,0,0,35,0,0,0,0,0,0,0,0,0,51,0,0,0,35,3,0,0,56,0,0.0,0.0,0.0,0.0,6,21,3,0,0,0,48,0,0,27,0,0,56,0,0,0,0,17,41,0,0,20,0,14,0,43,19,0,0,34,60,0,0,35,23,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,10,0,1,27,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,49,16,0,0,48,0,0,0,0,21,0,0,16,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,52,0,5,0,29,0,0,0,0,0,0,19,1,0,1,0,20,13,0,0,57,8,0,11,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,4,4,4,0,0,0,0
2017-08-20,8,11,8,6,,,,,9,7,9,11,0,1,0,19,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,0,45,40,4,7,0,0,0,3,0.0,0.0,0.0,0.0,0,1,1,31,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,12,0,11,3,1,0,9,0,1,1,1,1,0,0,0,0,29.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,0,0,0,0,27,0,0,12,0,0,0,0,0,18,54,0,0,12,3,49,30,0,0,0,0,0,36,0,0,0,0,73,0,0,0,48,0,0,0,64,5,0,0,36,0,0.0,0.0,0.0,0.0,3,13,6,0,0,0,53,0,0,0,0,0,8,0,0,0,2,11,23,0,0,20,0,0,3,45,18,0,0,34,17,0,0,35,40,0,0,3,0,0,0,0,0,1,0,37,0,0,13,0,5,0,0,29,5,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,48,8,0,0,52,0,0,0,0,26,0,0,46,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,68,4,4,51,55,0,0,0,0,0,0,38,0,0,0,0,0,0,19,0,0,7,2,28,33,0,0,41,4,0,10,0,1,0,0,0,0,0,0,0,53,0,0,0,0,4,14,0,0,0,0,0,0
2017-08-27,2,3,3,1,,,,,11,6,18,12,0,0,0,26,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,0,34,28,10,7,0,0,0,4,0.0,0.0,0.0,0.0,1,0,1,31,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,15,0.0,0.0,0.0,0.0,9,0,8,2,1,1,10,0,4,5,7,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,0,0,0,27,0,0,6,2,0,21,0,0,36,9,0,0,8,1,45,26,0,0,0,0,0,0,0,0,0,0,37,0,0,0,39,0,3,0,59,3,0,0,43,3,0.0,0.0,0.0,0.0,0,18,2,0,0,0,54,0,0,0,0,0,16,0,0,0,0,14,19,0,0,7,0,13,0,37,13,0,0,17,34,0,0,23,23,0,0,2,0,0,0,1,0,8,0,0,0,0,20,0,7,0,0,26,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,8,0,57,0,0,0,55,0,0,0,0,31,0,0,46,0,0,0,52,0,0,0,0,0,0,0,0,37,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,73,0,0,0,11,0,0,0,0,0,0,43,0,0,0,0,0,0,18,0,0,7,1,31,24,0,0,30,0,0,38,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,4,0,0,0,0
2017-09-03,3,2,3,0,,,,,18,12,18,20,0,0,0,24,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,0,39,39,8,15,0,0,0,4,0.0,0.0,0.0,0.0,1,1,0,31,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,11,0,10,4,1,0,13,0,4,5,6,3,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,62,0,0,0,0,25,0,0,10,0,0,22,0,0,19,65,0,0,9,2,42,27,0,0,0,0,0,37,0,0,0,0,0,0,0,0,37,0,0,0,44,14,0,0,63,9,0.0,0.0,0.0,0.0,0,14,2,0,0,0,43,0,0,0,0,0,24,0,0,0,0,19,24,0,0,21,0,0,0,35,11,0,0,43,44,0,0,42,48,0,0,1,0,0,0,0,0,2,0,0,0,0,10,0,12,2,1,35,8,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,33,8,0,0,63,0,5,0,0,11,0,0,32,0,0,0,54,0,0,0,2,0,0,0,0,0,0,0,58,0,0,11,0,0,0,0,0,0,0,0,2,76,7,0,0,4,0,0,0,0,0,0,59,0,0,0,0,0,0,26,0,0,2,1,28,31,0,0,66,0,0,21,1,1,0,0,0,0,8,0,0,31,0,0,0,0,0,4,0,0,0,0,0,0
2017-09-10,1,1,1,1,,,,,14,11,15,17,0,0,0,24,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,0,30,30,9,7,0,0,0,3,0.0,0.0,0.0,0.0,1,1,0,24,0,0,0,0,0.0,0.0,0.0,0.0,0,0,53,0,0,0,0,16,0.0,0.0,0.0,0.0,9,0,8,3,0,0,10,0,1,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,34,0,0,0,0,45,0,0,6,2,0,41,0,0,27,9,0,0,5,1,38,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,54,0,0,0,50,3,0,0,40,0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,34,0,0,0,0,0,23,0,0,0,2,21,30,0,0,26,0,13,0,41,13,0,0,16,8,0,0,17,34,0,0,2,0,0,0,0,0,3,0,0,0,0,12,0,11,0,0,25,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,71,0,0,0,54,0,0,0,0,40,0,0,38,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,56,0,0,1,72,4,0,11,18,0,0,50,0,0,0,28,0,0,0,0,0,0,12,1,0,5,2,18,16,0,0,30,7,0,16,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,11,4,4,0,0,0,0
2017-09-17,1,1,0,1,,,,,10,9,19,17,0,0,0,20,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,0,35,34,7,3,0,0,0,2,0.0,0.0,0.0,0.0,1,0,1,21,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,13,0.0,0.0,0.0,0.0,12,0,10,5,1,0,11,0,3,4,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0,0,53,0,1,0,0,0,0,0,0,0,0,0,44,0,0,0,0,27,2,0,8,0,0,20,0,0,44,44,0,0,5,0,29,13,0,0,0,0,0,35,0,0,0,0,35,0,0,0,50,0,0,0,58,5,0,0,47,0,0.0,0.0,0.0,0.0,0,4,3,0,0,0,33,0,0,0,0,0,23,0,0,0,0,15,18,0,0,26,0,26,0,38,18,0,0,41,33,0,0,11,23,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,7,0,0,30,5,0,0,0,9,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,8,0,54,0,0,0,39,0,0,0,60,0,0,0,0,30,0,0,45,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,60,0,0,4,7,0,0,100,0,0,0,23,0,0,0,0,0,0,21,0,0,4,0,10,16,4,0,59,4,0,21,1,1,0,0,0,0,0,0,0,44,0,0,100,0,0,7,0,0,0,0,0,0
